version,case_id,case_type,industry_context,work_context,primary_risk,false_positive_risk,actual_has_confirmed_she,actual_has_confirmation_candidate,actual_observable_signal,she_match_count,sr_count
v1,SYN-0057,ambiguous,"{'declared_industries': [], 'inferred_industries': ['DELIVERY_LOGISTICS'], 'primary_industry': 'DELIVERY_LOGISTICS', 'primary_label': '배달/운송', 'confidence': 0.53, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['text:도로->DELIVERY_LOGISTICS']}",CONFINED_SPACE,가스 측정 행위는 확인되나 측정값이 기준 이내인지 알 수 없어 결과에 따른 위험이 잠재한다.,측정값이 기준 이내라면 안전한 상태이므로 수치 확인 없이 즉각 위험으로 처리하면 오탐이다.,False,True,True,5,54
v1,SYN-0058,ambiguous,"{'declared_industries': [], 'inferred_industries': [], 'primary_industry': None, 'primary_label': None, 'confidence': 0.0, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': []}",CONFINED_SPACE,감시인 역할을 하는 인원이 있는지 불명확하여 감시인 부재 시 구출 불가 위험이 잠재한다.,프레임 가장자리 인물이 감시인으로서 입구를 감시 중이라면 위험이 없으므로 즉각 위험으로 단정하면 오탐이다.,False,True,True,5,56
v1,SYN-0066,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CONSTRUCTION', 'MANUFACTURING', 'WOODWORK_INTERIOR'], 'primary_industry': 'CONSTRUCTION', 'primary_label': '건설업', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 건설업 / 제조업 / 목공/인테리어 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->CONSTRUCTION', 'work_context->MANUFACTURING', 'text:목재->WOODWORK_INTERIOR']}",CRANE,양중 하중이 불명확하여 과부하 여부를 판단할 수 없으므로 과부하 낙하 위험이 잠재한다.,자재 무게가 크레인 정격하중 이내라면 안전한 상태이므로 무게 미표시만으로 즉각 위험으로 처리하면 오탐이다.,True,True,True,5,50
v1,SYN-0067,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CONSTRUCTION', 'MANUFACTURING'], 'primary_industry': 'CONSTRUCTION', 'primary_label': '건설업', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 건설업 / 제조업 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->CONSTRUCTION', 'work_context->MANUFACTURING']}",CRANE,슬링 각도가 과도하게 벌어질 경우 유효 정격하중이 감소하여 파단 낙하 위험이 증가한다.,슬링 각도가 실제로 허용 기준 이내일 수 있으므로 사진만으로 과도로 단정하지 않아야 한다.,True,True,True,5,51
v1,SYN-0068,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CONSTRUCTION', 'MANUFACTURING'], 'primary_industry': 'CONSTRUCTION', 'primary_label': '건설업', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 건설업 / 제조업 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->CONSTRUCTION', 'work_context->MANUFACTURING']}",CRANE,신호수 존재 여부가 불명확하여 미배치 시 크레인 충돌·낙하 위험이 잠재한다.,보이는 인물이 정식 신호수이고 운전자와 원활하게 소통 중이라면 위험이 없으므로 즉각 위반으로 처리하면 오탐이다.,False,True,True,5,50
v1,SYN-0076,ambiguous,"{'declared_industries': [], 'inferred_industries': ['DELIVERY_LOGISTICS', 'CONSTRUCTION', 'GENERAL', 'WAREHOUSE_STORAGE'], 'primary_industry': 'DELIVERY_LOGISTICS', 'primary_label': '배달/운송', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 배달/운송 / 건설업 / 일반 사업장 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->DELIVERY_LOGISTICS', 'work_context->CONSTRUCTION', 'work_context->GENERAL', 'text:창고->WAREHOUSE_STORAGE']}",VEHICLE,"현재 사진에서 직접적 위험이 관찰되지 않으나, 보차 분리선 마모나 프레임 밖 상황에 따라 잠재 위험이 있다.",보행자가 없는 상태에서 지게차 주행만으로 충돌 위험을 판단하면 오탐이다.,False,True,True,5,51
v1,SYN-0077,ambiguous,"{'declared_industries': [], 'inferred_industries': ['DELIVERY_LOGISTICS', 'CONSTRUCTION', 'GENERAL', 'WAREHOUSE_STORAGE'], 'primary_industry': 'DELIVERY_LOGISTICS', 'primary_label': '배달/운송', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 배달/운송 / 건설업 / 일반 사업장 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->DELIVERY_LOGISTICS', 'work_context->CONSTRUCTION', 'work_context->GENERAL', 'text:적재->WAREHOUSE_STORAGE', 'text:팔레트->WAREHOUSE_STORAGE']}",VEHICLE,박스 돌출이 심할 경우 이동 중 박스 낙하 위험이 있으나 현재 수준이 위험 임계치인지 불명확하다.,소폭 돌출은 허용 범위 이내일 수 있으므로 즉각 위험으로 단정하면 오탐이다.,False,True,True,5,51
v1,SYN-0078,ambiguous,"{'declared_industries': [], 'inferred_industries': ['DELIVERY_LOGISTICS', 'CONSTRUCTION', 'GENERAL'], 'primary_industry': 'DELIVERY_LOGISTICS', 'primary_label': '배달/운송', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 배달/운송 / 건설업 / 일반 사업장 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->DELIVERY_LOGISTICS', 'work_context->CONSTRUCTION', 'work_context->GENERAL']}",VEHICLE,안전벨트 착용 여부가 불명확하여 미착용 시 지게차 전도 시 중상해 위험이 있다.,안전벨트를 착용하고 있으나 핸들에 가려 보이지 않을 수 있으므로 미착용으로 단정하면 오탐이다.,False,True,True,5,51
v1,SYN-0086,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CONSTRUCTION', 'MANUFACTURING'], 'primary_industry': 'CONSTRUCTION', 'primary_label': '건설업', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 건설업 / 제조업 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->CONSTRUCTION', 'work_context->MANUFACTURING']}",WELDING,방화포가 설치되어 있으나 면적 부족으로 불티가 방화포 밖으로 튀면 화재 위험이 잠재한다.,방화포가 충분한 면적이고 방화포 밖으로 튄 불티가 인화물질에 닿지 않는다면 위험이 없다.,False,True,True,5,50
v1,SYN-0087,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CONSTRUCTION', 'MANUFACTURING', 'DELIVERY_LOGISTICS'], 'primary_industry': 'CONSTRUCTION', 'primary_label': '건설업', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 건설업 / 제조업 / 배달/운송 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->CONSTRUCTION', 'work_context->MANUFACTURING', 'text:도로->DELIVERY_LOGISTICS']}",WELDING,화기작업 허가서 게시 여부가 불명확하여 허가 없이 작업 중일 경우 허가 위반 위험이 있다.,종이가 정상적인 화기작업 허가서라면 위반이 아니므로 확인 없이 위반으로 처리하면 오탐이다.,False,True,True,5,51
v1,SYN-0088,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CONSTRUCTION', 'MANUFACTURING'], 'primary_industry': 'CONSTRUCTION', 'primary_label': '건설업', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 건설업 / 제조업 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->CONSTRUCTION', 'work_context->MANUFACTURING']}",WELDING,용접 인근 작업자의 아크 차광 여부가 불명확하여 전광성 안염 위험이 잠재한다.,인근 작업자가 등을 돌리고 있어 아크를 직접 바라보지 않는다면 위험이 없을 수 있다.,True,True,True,3,51
v1,SYN-0097,ambiguous,"{'declared_industries': [], 'inferred_industries': ['GENERAL'], 'primary_industry': 'GENERAL', 'primary_label': '일반 사업장', 'confidence': 0.6, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->GENERAL']}",GENERAL_WORKPLACE,사다리 상단 지지 상태가 불명확하여 지지 불충분 시 사다리 전도 위험이 잠재한다.,가려진 부분에서 사다리가 안정적으로 지지되어 있을 수 있으므로 즉각 위험으로 단정하면 오탐이다.,False,True,True,5,51
v1,SYN-0098,ambiguous,"{'declared_industries': [], 'inferred_industries': ['GENERAL'], 'primary_industry': 'GENERAL', 'primary_label': '일반 사업장', 'confidence': 0.6, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->GENERAL']}",GENERAL_WORKPLACE,PPE 착용 상태가 부분적으로만 확인되어 전반적인 안전 상태를 판단하기 어렵다.,PPE가 정상으로 착용되어 있을 수 있으므로 부분 가시성만으로 위험으로 판단하면 오탐이다.,False,True,True,5,51
v1,SYN-0106,ambiguous,"{'declared_industries': [], 'inferred_industries': ['GENERAL'], 'primary_industry': 'GENERAL', 'primary_label': '일반 사업장', 'confidence': 0.6, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->GENERAL']}",GENERAL_WORKPLACE,공구 혼재 적치로 날카로운 공구 접촉이나 발에 걸림 위험이 잠재하나 위험 정도가 사진만으로 불명확하다.,통행로가 아닌 가장자리에 위치하고 실제 날카로운 공구 노출이 없다면 즉각 위험으로 처리하면 오탐이다.,False,True,True,5,41
v1,SYN-0107,ambiguous,"{'declared_industries': [], 'inferred_industries': ['GENERAL'], 'primary_industry': 'GENERAL', 'primary_label': '일반 사업장', 'confidence': 0.6, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->GENERAL']}",GENERAL_WORKPLACE,미끄럼 주의 표지가 있어 위험 상황을 경고 중이지만 실제 미끄러움 여부가 불명확하다.,미끄럼 주의 표지 자체가 안전 조치의 일환이므로 표지 존재를 위험 단서로 과잉 해석하면 오탐이다.,False,True,True,5,53
v1,SYN-0108,ambiguous,"{'declared_industries': [], 'inferred_industries': ['GENERAL', 'CONSTRUCTION'], 'primary_industry': 'GENERAL', 'primary_label': '일반 사업장', 'confidence': 0.6, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->GENERAL', 'text:건설->CONSTRUCTION']}",GENERAL_WORKPLACE,비상 대피 통로 폭이 기준 미달일 경우 비상 대피가 지연될 수 있다.,사진 원근감 때문에 실제로는 충분한 폭일 수 있으므로 현장 실측 없이 즉각 위반으로 처리하면 오탐이다.,False,True,True,5,57
v1,SYN-0116,ambiguous,"{'declared_industries': [], 'inferred_industries': ['WAREHOUSE_STORAGE', 'MANUFACTURING', 'CONSTRUCTION'], 'primary_industry': 'WAREHOUSE_STORAGE', 'primary_label': '창고/보관', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 창고/보관 / 제조업 / 건설업 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->WAREHOUSE_STORAGE', 'work_context->MANUFACTURING', 'text:건설->CONSTRUCTION']}",MATERIAL_HANDLING,안전모 턱끈 미체결 시 충격이나 바람에 안전모가 벗겨져 두부 보호 기능을 상실할 수 있다.,턱끈이 체결되어 있으나 가려져 보이지 않는 경우 미체결로 단정하면 오탐이다.,False,True,True,5,51
v1,SYN-0118,ambiguous,"{'declared_industries': [], 'inferred_industries': ['WAREHOUSE_STORAGE', 'MANUFACTURING'], 'primary_industry': 'WAREHOUSE_STORAGE', 'primary_label': '창고/보관', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 창고/보관 / 제조업 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->WAREHOUSE_STORAGE', 'work_context->MANUFACTURING']}",MATERIAL_HANDLING,발끝 보호 기능 없는 신발 착용 가능성으로 금속 부품 낙하 시 발가락 부상 위험이 잠재한다.,검은색 안전화를 착용하고 있으나 사진 각도로 보호캡이 보이지 않는 경우 미착용으로 단정하면 오탐이다.,False,True,True,5,51
v2,SYN-V2-0007,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CONSTRUCTION', 'DELIVERY_LOGISTICS'], 'primary_industry': 'CONSTRUCTION', 'primary_label': '건설업', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->CONSTRUCTION', 'text:도로->DELIVERY_LOGISTICS', 'text:해체->CONSTRUCTION']}",DEMOLITION,마스크 종류 부적합 시 유해물질 흡입 위험이 있다.,방독마스크를 올바르게 착용하고 있다면 위험 없음.,False,True,True,5,50
v2,SYN-V2-0018,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CONSTRUCTION', 'MANUFACTURING', 'GENERAL', 'DELIVERY_LOGISTICS', 'WOODWORK_INTERIOR'], 'primary_industry': 'CONSTRUCTION', 'primary_label': '건설업', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 건설업 / 제조업 / 일반 사업장 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->CONSTRUCTION', 'work_context->MANUFACTURING', 'work_context->GENERAL', 'text:도로->DELIVERY_LOGISTICS', 'text:도장->WOODWORK_INTERIOR']}",PAINTING,카트리지 수명 초과 시 유기용제 여과 기능이 저하되어 흡입 위험이 있다.,교체 주기 이내라면 보호 기능이 유효하다.,False,True,True,5,52
v2,SYN-V2-0028,ambiguous,"{'declared_industries': [], 'inferred_industries': [], 'primary_industry': None, 'primary_label': None, 'confidence': 0.0, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': []}",GRINDING,가동 중 덮개 열림 상태라면 파편 비산 위험이 있다.,점검을 위해 정지 후 덮개를 연 정상적인 유지보수 상태일 수 있다.,True,True,True,5,30
v2,SYN-V2-0038,ambiguous,"{'declared_industries': [], 'inferred_industries': ['MANUFACTURING'], 'primary_industry': 'MANUFACTURING', 'primary_label': '제조업', 'confidence': 0.6, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->MANUFACTURING']}",PRESSURIZED_WORK,고온 배관 노출 시 접촉 화상 위험 및 부식 진행 시 누설 위험이 있다.,저온 배관이라면 화상 위험이 없을 수 있다.,True,False,True,5,51
v2,SYN-V2-0048,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CONSTRUCTION'], 'primary_industry': 'CONSTRUCTION', 'primary_label': '건설업', 'confidence': 0.6, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->CONSTRUCTION']}",ROPE_ACCESS,비상 상황 시 신속한 구조 요청 및 대응이 어려울 수 있다.,무전기 등 통신이 정상적으로 이루어지고 있다면 위험 없음.,False,True,True,5,51
v2,SYN-V2-0064,ambiguous,"{'declared_industries': [], 'inferred_industries': ['MANUFACTURING'], 'primary_industry': 'MANUFACTURING', 'primary_label': '제조업', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->MANUFACTURING', 'text:기계->MANUFACTURING']}",MACHINE,가동 중 방호 커버 미설치 시 회전체 접촉 위험이 있다.,정지 후 LOTO 상태에서 점검 중이라면 위험 없음.,True,False,True,5,50
v2,SYN-V2-0074,ambiguous,"{'declared_industries': [], 'inferred_industries': ['DELIVERY_LOGISTICS'], 'primary_industry': 'DELIVERY_LOGISTICS', 'primary_label': '배달/운송', 'confidence': 0.53, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['text:도로->DELIVERY_LOGISTICS']}",CONFINED_SPACE,만료된 허가서로 작업 시 가스 재측정 없이 진입하여 질식 위험이 있다.,당일 허가서라면 정상이다.,False,True,True,5,55
v2,SYN-V2-0089,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CONSTRUCTION', 'GENERAL'], 'primary_industry': 'CONSTRUCTION', 'primary_label': '건설업', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 건설업 / 일반 사업장 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->CONSTRUCTION', 'work_context->GENERAL']}",LADDER,각도 불적합 시 사다리 미끄러짐 또는 넘어짐으로 추락 위험이 있다.,각도가 기준 이내라면 위험 없음.,False,True,True,5,51
v2,SYN-V2-0094,ambiguous,"{'declared_industries': [], 'inferred_industries': ['WAREHOUSE_STORAGE', 'MANUFACTURING'], 'primary_industry': 'WAREHOUSE_STORAGE', 'primary_label': '창고/보관', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 창고/보관 / 제조업 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->WAREHOUSE_STORAGE', 'work_context->MANUFACTURING']}",MATERIAL_HANDLING,중량 초과 운반 시 근골격계 손상 위험이 있다.,박스 중량이 기준 이내라면 위험 없음.,False,True,True,5,38
v2,SYN-V2-0099,ambiguous,"{'declared_industries': [], 'inferred_industries': ['DELIVERY_LOGISTICS', 'CONSTRUCTION', 'GENERAL'], 'primary_industry': 'DELIVERY_LOGISTICS', 'primary_label': '배달/운송', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 배달/운송 / 건설업 / 일반 사업장 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->DELIVERY_LOGISTICS', 'work_context->CONSTRUCTION', 'work_context->GENERAL']}",VEHICLE,여유 공간 부족 시 차량이 구조물과 충돌하거나 인근 작업자를 협착할 위험이 있다.,여유 공간이 기준 이상이라면 위험 없음.,False,True,True,5,51
v3,SYN-V3-0009,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.75, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->FOOD_SERVICE', 'text:조리->FOOD_SERVICE', 'text:가스레인지->FOOD_SERVICE']}",KITCHEN_COOKING,불꽃이 남아 있을 경우 가스 지속 공급으로 화재 위험이 있다.,화구가 완전히 꺼진 상태라면 위험 없음.,False,True,True,5,51
v3,SYN-V3-0017,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.6, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->FOOD_SERVICE']}",FOOD_PREP,장갑 미착용 시 절단 사고 위험이 있다.,장갑을 착용하고 있다면 위험이 낮다.,False,True,True,5,15
v3,SYN-V3-0018,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE', 'DELIVERY_LOGISTICS'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.6, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->FOOD_SERVICE', 'text:도로->DELIVERY_LOGISTICS']}",FOOD_PREP,안전 잠금 미작동 상태에서 실수로 작동 시 절단 위험이 있다.,잠금이 정상 작동 중이라면 위험 없음.,False,True,True,5,16
v3,SYN-V3-0019,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE', 'WAREHOUSE_STORAGE'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.6, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->FOOD_SERVICE', 'text:보관->WAREHOUSE_STORAGE']}",FOOD_PREP,칼이 무질서하게 놓여 있다면 타인이 접촉하여 베일 위험이 있다.,모든 칼이 보관함에 있다면 위험 없음.,True,True,True,5,16
v3,SYN-V3-0028,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->FOOD_SERVICE', 'text:튀김->FOOD_SERVICE']}",DEEP_FRYING,소화 담요가 없다면 기름 화재 초기 대응이 불가능할 위험이 있다.,소화 담요가 비치되어 있다면 초기 대응 가능하다.,False,True,True,5,51
v3,SYN-V3-0029,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE', 'DELIVERY_LOGISTICS'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->FOOD_SERVICE', 'text:튀김->FOOD_SERVICE', 'text:도로->DELIVERY_LOGISTICS']}",DEEP_FRYING,필터 찌꺼기 과도 축적 시 착화 위험이 있다.,최근 청소가 완료되어 찌꺼기가 없다면 위험 없음.,False,True,True,5,51
v3,SYN-V3-0038,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.6, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->FOOD_SERVICE']}",GAS_APPLIANCE,노후화 호스의 내부 열화로 가스 누출 위험이 잠재적으로 있다.,호스가 최근 교체된 제품이라면 위험 없음.,False,True,True,5,55
v3,SYN-V3-0039,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE', 'DELIVERY_LOGISTICS'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->FOOD_SERVICE', 'text:주방->FOOD_SERVICE', 'text:도로->DELIVERY_LOGISTICS']}",GAS_APPLIANCE,가스 검지기 미작동 시 가스 누출 조기 감지가 불가능하다.,정상 작동 중이라면 경보 기능이 유효하다.,False,True,True,5,55
v3,SYN-V3-0047,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CAFE_BEVERAGE', 'FOOD_SERVICE'], 'primary_industry': 'CAFE_BEVERAGE', 'primary_label': '카페/음료', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->CAFE_BEVERAGE', 'work_context->FOOD_SERVICE', 'text:커피->CAFE_BEVERAGE']}",HOT_BEVERAGE,과열 음료 제공 시 고객 화상 위험이 있다.,적정 온도 이하라면 화상 위험 없음.,False,True,True,5,34
